Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-06-26 00:00:00-04:00,34.58475187175473,34.633250551557545,34.18292718790869,34.34920120239258,15800,0.0,0.0,0.0
2008-06-27 00:00:00-04:00,35.64474498546527,35.64474498546527,34.12750344253216,34.29377746582031,26800,0.0,0.0,0.0
2008-06-30 00:00:00-04:00,35.8318112775878,35.8318112775878,34.196793982745604,34.32149887084961,23900,0.0,0.0,0.0
2008-07-01 00:00:00-04:00,34.03744468996956,34.363060614324496,33.07444802162723,34.016658782958984,55100,0.0,0.0,0.0
2008-07-02 00:00:00-04:00,34.32148565536506,34.42540459354668,33.5178337097168,33.5178337097168,74700,0.0,0.0,0.0
2008-07-03 00:00:00-04:00,33.78803678363437,33.81574956592945,33.29614679066042,33.607906341552734,17600,0.0,0.0,0.0
2008-07-07 00:00:00-04:00,33.79496041435133,33.80881680416902,33.11601317030147,33.53862380981445,55500,0.0,0.0,0.0
2008-07-08 00:00:00-04:00,33.33772406444138,33.642559482248565,32.67955980843807,33.600990295410156,54300,0.0,0.0,0.0
2008-07-09 00:00:00-04:00,34.21757085783816,34.21757085783816,33.18529492927747,33.21300506591797,28900,0.0,0.0,0.0
2008-07-10 00:00:00-04:00,33.46934348365302,33.46934348365302,32.977450910041014,33.1575813293457,20800,0.0,0.0,0.0
2008-07-11 00:00:00-04:00,33.42778141857419,33.42778141857419,32.693408481584335,33.01210021972656,22500,0.0,0.0,0.0
2008-07-14 00:00:00-04:00,33.80880440931702,33.80880440931702,32.7557429547673,32.9012336730957,37900,0.0,0.0,0.0
2008-07-15 00:00:00-04:00,32.610270283740554,32.86660691538885,32.10452389466736,32.39550018310547,24800,0.0,0.0,0.0
2008-07-16 00:00:00-04:00,32.457840307900696,33.06058120727539,32.277712575232606,33.06058120727539,23700,0.0,0.0,0.0
2008-07-17 00:00:00-04:00,33.46935131000115,33.614839468419625,33.14373269015695,33.48320770263672,26000,0.0,0.0,0.0
2008-07-18 00:00:00-04:00,33.58712006358353,33.635616106831776,33.01902129167309,33.44855880737305,18300,0.0,0.0,0.0
2008-07-21 00:00:00-04:00,33.87117551605553,33.87117551605553,33.44856479819789,33.552486419677734,18200,0.0,0.0,0.0
2008-07-22 00:00:00-04:00,33.46241756804295,33.739540100097656,33.240720599533724,33.739540100097656,29300,0.0,0.0,0.0
2008-07-23 00:00:00-04:00,34.21757123873439,34.27299679830459,33.90580907324239,34.002803802490234,47200,0.0,0.0,0.0
2008-07-24 00:00:00-04:00,33.93352105374743,33.93352105374743,33.24071743245531,33.254573822021484,39900,0.0,0.0,0.0
2008-07-25 00:00:00-04:00,33.254578230255795,33.40006637573242,33.19915266464388,33.40006637573242,9000,0.0,0.0,0.0
2008-07-28 00:00:00-04:00,33.60097276391309,33.60097276391309,32.21536563962802,32.866600036621094,71800,0.0,0.0,0.0
2008-07-29 00:00:00-04:00,32.93589294609719,33.185302734375,32.866610981110725,33.185302734375,19700,0.0,0.0,0.0
2008-07-30 00:00:00-04:00,33.56633917827255,33.753396490984024,33.46241756804295,33.739540100097656,33400,0.0,0.0,0.0
2008-07-31 00:00:00-04:00,33.83653345499873,33.83653345499873,33.39313950144915,33.40006637573242,14800,0.0,0.0,0.0
2008-08-01 00:00:00-04:00,33.38620918865382,34.654041222028255,33.08137651356251,33.20608139038086,46500,0.0,0.0,0.0
2008-08-04 00:00:00-04:00,33.64947992763384,33.64947992763384,32.72112274169922,32.72112274169922,27300,0.0,0.0,0.0
2008-08-05 00:00:00-04:00,33.73260172298234,33.753387625270406,32.8181013073767,33.52476119995117,35000,0.0,0.0,0.0
2008-08-06 00:00:00-04:00,33.63562290622029,33.89888908195543,33.41392590860228,33.7464714050293,22100,0.0,0.0,0.0
2008-08-07 00:00:00-04:00,33.670266630438924,33.670266630438924,32.97746276855469,32.97746276855469,45400,0.0,0.0,0.0
2008-08-08 00:00:00-04:00,33.01209282500498,33.43470080393985,32.610265465670025,33.413917541503906,40600,0.0,0.0,0.0
2008-08-11 00:00:00-04:00,33.56634540550053,33.697977179086855,33.24072676635294,33.61484146118164,34300,0.0,0.0,0.0
2008-08-12 00:00:00-04:00,33.64255805668389,33.64255805668389,33.03288988974075,33.150665283203125,34300,0.0,0.0,0.0
2008-08-13 00:00:00-04:00,33.0467439846928,33.0467439846928,32.4925014364279,32.783477783203125,44100,0.0,0.0,0.0
2008-08-14 00:00:00-04:00,32.367789589324666,32.928958892822266,32.367789589324666,32.928958892822266,87500,0.0,0.0,0.0
2008-08-15 00:00:00-04:00,32.97743982490038,33.00515259437581,31.9659475245638,32.9012336730957,21800,0.0,0.0,0.0
2008-08-18 00:00:00-04:00,33.21993208456747,33.21993208456747,32.34699809653847,32.35392761230469,23500,0.0,0.0,0.0
2008-08-19 00:00:00-04:00,32.37473396529718,32.37473396529718,32.02140505144897,32.07682800292969,25500,0.0,0.0,0.0
2008-08-20 00:00:00-04:00,32.42321696599965,32.42321696599965,32.118384248668534,32.367794036865234,20400,0.0,0.0,0.0
2008-08-21 00:00:00-04:00,32.00754218800931,32.68648972425094,32.00754218800931,32.617210388183594,20600,0.0,0.0,0.0
2008-08-22 00:00:00-04:00,32.87352951671896,33.012090757564955,32.672615849634056,32.7903938293457,22300,0.0,0.0,0.0
2008-08-25 00:00:00-04:00,32.00753241281923,32.66569647580295,32.00753241281923,32.187660217285156,50500,0.0,0.0,0.0
2008-08-26 00:00:00-04:00,32.0352386007926,32.35392761230469,32.00059630763336,32.35392761230469,37900,0.0,0.0,0.0
2008-08-27 00:00:00-04:00,32.32622086952585,32.59641389245735,32.22922877337981,32.39550018310547,26200,0.0,0.0,0.0
2008-08-28 00:00:00-04:00,33.025957176722684,33.081382751464844,32.825046075374516,33.081382751464844,34100,0.0,0.0,0.0
2008-08-29 00:00:00-04:00,33.34464984991712,33.34464984991712,32.76269451352973,32.783477783203125,20000,0.0,0.0,0.0
2008-09-02 00:00:00-04:00,32.78346763863627,33.039804242355665,31.868967056274414,31.868967056274414,28800,0.0,0.0,0.0
2008-09-03 00:00:00-04:00,32.146098144981934,32.45785774815927,31.97982406616211,31.97982406616211,30700,0.0,0.0,0.0
2008-09-04 00:00:00-04:00,32.18072807011575,32.18072807011575,30.802047729492188,30.802047729492188,114200,0.0,0.0,0.0
2008-09-05 00:00:00-04:00,31.17616548204061,31.17616548204061,30.261664839327654,30.601137161254883,75600,0.0,0.0,0.0
2008-09-08 00:00:00-04:00,32.35393850236,32.35393850236,31.14153183310653,31.467147827148438,54800,0.0,0.0,0.0
2008-09-09 00:00:00-04:00,31.723476217462462,31.723476217462462,30.58034926576051,30.68427085876465,42400,0.0,0.0,0.0
2008-09-10 00:00:00-04:00,31.14152971804884,31.176169377678935,30.621926895087523,30.93368911743164,50300,0.0,0.0,0.0
2008-09-11 00:00:00-04:00,30.33787708921123,30.91290283203125,30.220099076495046,30.91290283203125,71600,0.0,0.0,0.0
2008-09-12 00:00:00-04:00,31.14153057941222,31.34244431079525,30.75355950944878,31.259305953979492,19100,0.0,0.0,0.0
2008-09-15 00:00:00-04:00,30.760486206924703,31.07224576647098,29.86676877437303,29.977617263793945,123900,0.0,0.0,0.0
2008-09-16 00:00:00-04:00,29.61736996621925,30.48337493599174,29.097766984355754,30.47644805908203,128500,0.0,0.0,0.0
2008-09-17 00:00:00-04:00,30.060758037229565,30.414089473766804,28.806784784815935,28.82756805419922,118100,0.0,0.0,0.0
2008-09-18 00:00:00-04:00,28.411883386469256,30.344806671142578,24.837015794682653,30.344806671142578,129000,0.0,0.0,0.0
2008-09-19 00:00:00-04:00,32.153011322021484,32.153011322021484,31.196941722508544,32.153011322021484,78100,0.0,0.0,0.0
2008-09-22 00:00:00-04:00,32.146094565744455,32.547919360327086,30.788197227945695,30.989110946655273,58000,0.0,0.0,0.0
2008-09-23 00:00:00-04:00,31.432509430766324,32.00753788561262,30.483368911471654,31.19002914428711,94700,0.0,0.0,0.0
2008-09-24 00:00:00-04:00,32.56176918140969,32.56176918140969,30.033034985719002,30.206235885620117,44300,0.0,0.0,0.0
2008-09-25 00:00:00-04:00,31.07224975121273,31.41865165543065,30.393302336086023,31.065322875976562,58500,0.0,0.0,0.0
2008-09-26 00:00:00-04:00,30.31016576784917,31.557212059444765,30.31016576784917,31.36322784423828,92100,0.0,0.0,0.0
2008-09-29 00:00:00-04:00,30.93368826285638,30.93368826285638,27.54587573075768,29.374879837036133,100000,0.0,0.0,0.0
2008-09-30 00:00:00-04:00,29.721279166137315,31.86896953412886,28.79984899582824,29.7974853515625,98100,0.0,0.0,0.0
2008-10-01 00:00:00-04:00,28.813712981162535,29.672790940489712,28.813712981162535,29.36102867126465,90200,0.0,0.0,0.0
2008-10-02 00:00:00-04:00,29.22937719201832,29.40950757262942,27.781417846679688,27.781417846679688,152700,0.0,0.0,0.0
2008-10-03 00:00:00-04:00,28.820641877220464,28.834498272694756,27.538955688476562,27.538955688476562,111800,0.0,0.0,0.0
2008-10-06 00:00:00-04:00,27.43502453711673,27.43502453711673,25.169558840257068,26.222618103027344,192200,0.0,0.0,0.0
2008-10-07 00:00:00-04:00,27.17175292630723,27.17175292630723,24.940924908250775,25.017133712768555,154600,0.0,0.0,0.0
2008-10-08 00:00:00-04:00,25.259622642090378,25.28733542478184,24.116498105850038,24.62917137145996,117200,0.0,0.0,0.0
2008-10-09 00:00:00-04:00,24.975575296348314,25.051784133647132,22.536905716969276,23.451406478881836,141600,0.0,0.0,0.0
2008-10-10 00:00:00-04:00,22.516123584325992,24.31741241393736,21.38685396752081,22.710107803344727,387600,0.0,0.0,0.0
2008-10-13 00:00:00-04:00,26.49973642533414,26.49973642533414,23.742378547106345,25.765363693237305,368800,0.0,0.0,0.0
2008-10-14 00:00:00-04:00,27.34496372020563,27.34496372020563,24.726163857062087,26.312685012817383,235800,0.0,0.0,0.0
