Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-06-01 00:00:00-04:00,86.42957306705452,86.42957306705452,86.42093658447266,86.42093658447266,1600,0.0,0.0,0.0
2020-06-02 00:00:00-04:00,86.42958374656213,86.42958374656213,86.42353820800781,86.42353820800781,4000,0.0,0.0,0.0
2020-06-03 00:00:00-04:00,86.42525482177734,86.42525482177734,86.42525482177734,86.42525482177734,100,0.0,0.0,0.0
2020-06-04 00:00:00-04:00,86.41229350517035,86.43044330406103,86.41229350517035,86.42525482177734,2400,0.0,0.0,0.0
2020-06-05 00:00:00-04:00,86.42957306705452,86.42957306705452,86.42093658447266,86.42093658447266,400,0.0,0.0,0.0
2020-06-08 00:00:00-04:00,86.42093658447266,86.42093658447266,86.42093658447266,86.42093658447266,100,0.0,0.0,0.0
2020-06-09 00:00:00-04:00,86.42093658447266,86.42093658447266,86.42093658447266,86.42093658447266,100,0.0,0.0,0.0
2020-06-10 00:00:00-04:00,86.42957306306808,86.42957306306808,86.42525482177734,86.42525482177734,12300,0.0,0.0,0.0
2020-06-11 00:00:00-04:00,86.42957306306808,86.43821613838433,86.42525482177734,86.42525482177734,7587100,0.0,0.0,0.0
2020-06-12 00:00:00-04:00,86.42093658048661,86.42957306306808,86.42093658048661,86.42525482177734,4900,0.0,0.0,0.0
2020-06-15 00:00:00-04:00,86.42957306306808,86.42957306306808,86.42525482177734,86.42525482177734,8500,0.0,0.0,0.0
2020-06-16 00:00:00-04:00,86.42525482177734,86.42525482177734,86.42525482177734,86.42525482177734,100,0.0,0.0,0.0
2020-06-17 00:00:00-04:00,86.43826191534278,86.43826191534278,86.42530059187158,86.42961883544922,4600,0.0,0.0,0.0
2020-06-18 00:00:00-04:00,86.43823395360516,86.43823395360516,86.42959087650755,86.43305206298828,19600,0.0,0.0,0.0
2020-06-19 00:00:00-04:00,86.43392181396484,86.43737640795334,86.4295969787426,86.43392181396484,5600,0.0,0.0,0.0
2020-06-22 00:00:00-04:00,86.43826191534278,86.43826191534278,86.42098234829395,86.42961883544922,22500,0.0,0.0,0.0
2020-06-23 00:00:00-04:00,86.43826191534278,86.43826191534278,86.42961883544922,86.42961883544922,1500,0.0,0.0,0.0
2020-06-24 00:00:00-04:00,86.42098234829395,86.43826191534278,86.42098234829395,86.42961883544922,17100,0.0,0.0,0.0
