Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-09-09 00:00:00-04:00,77.89092025242061,77.89092025242061,76.85744026135586,76.99422454833984,26500,0.0,0.0,0.0
2010-09-10 00:00:00-04:00,77.2677829160442,77.40456718496041,76.97901870284919,77.3437728881836,8600,0.0,0.0,0.0
2010-09-13 00:00:00-04:00,78.24049254842379,78.37727685942853,77.89093393089276,78.31648254394531,33750,0.0,0.0,0.0
2010-09-14 00:00:00-04:00,78.1493218491132,78.63567070459689,77.7997631386613,78.30130767822266,59400,0.0,0.0,0.0
2010-09-15 00:00:00-04:00,77.98211556970955,78.5596441009724,77.81493412204661,78.49885559082031,9250,0.0,0.0,0.0
2010-09-16 00:00:00-04:00,78.28605432074767,78.514030014512,78.04288295297498,78.46843719482422,59550,0.0,0.0,0.0
2010-09-17 00:00:00-04:00,78.93956958906894,78.93956958906894,78.28604552454789,78.54441833496094,49350,0.0,0.0,0.0
2010-09-20 00:00:00-04:00,78.8332111368889,79.82109832763672,78.62043686138364,79.82109832763672,19000,0.0,0.0,0.0
2010-09-21 00:00:00-04:00,79.80593484457043,80.12510220743536,79.24360173479299,79.57796478271484,19250,0.0,0.0,0.0
2010-09-22 00:00:00-04:00,79.45634184837296,79.82110190678353,79.00039612360807,79.15238189697266,18100,0.0,0.0,0.0
2010-09-23 00:00:00-04:00,78.51405126894227,79.28915840177626,78.36207129706557,78.49885559082031,33350,0.0,0.0,0.0
2010-09-24 00:00:00-04:00,79.41417654150148,80.14765292194478,79.35305205250984,80.101806640625,24100,0.558,0.0,0.0
2010-09-27 00:00:00-04:00,80.20874697732161,80.20874697732161,79.71975708007812,79.71975708007812,15000,0.0,0.0,0.0
2010-09-28 00:00:00-04:00,79.70450939878137,80.23933410644531,79.01687346810478,80.23933410644531,49850,0.0,0.0,0.0
2010-09-29 00:00:00-04:00,79.9031689788865,80.1629393399787,79.62811457940491,79.8573226928711,15900,0.0,0.0,0.0
2010-09-30 00:00:00-04:00,80.37684352342767,80.74358454842934,79.42943746680369,79.73505401611328,44750,0.0,0.0,0.0
2010-10-01 00:00:00-04:00,80.28520919508411,80.34633370622126,79.58229480446938,80.0101547241211,17100,0.0,0.0,0.0
2010-10-04 00:00:00-04:00,80.42272330707958,80.42272330707958,79.07801342726462,79.33778381347656,88700,0.0,0.0,0.0
2010-10-05 00:00:00-04:00,80.23933343198847,81.14089923815249,80.08652803941237,81.07978057861328,19850,0.0,0.0,0.0
2010-10-06 00:00:00-04:00,81.0797650125802,81.20200813734192,80.69774577532951,80.9422378540039,276900,0.0,0.0,0.0
