Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2011-10-20 00:00:00-04:00,5.36516933842921,5.375900127778345,5.305079496852748,5.360877513885498,296700,0.0,0.0,0.0
2011-10-21 00:00:00-04:00,5.435988237104724,5.466033458709717,5.416673802641402,5.466033458709717,566400,0.0,0.0,0.0
2011-10-24 00:00:00-04:00,5.577630115651195,5.577630115651195,5.4681806056461735,5.496079921722412,889800,0.0,0.0,0.0
2011-10-25 00:00:00-04:00,5.476764490059163,5.476764490059163,5.403797958618334,5.405943870544434,283200,0.0,0.0,0.0
2011-10-26 00:00:00-04:00,5.485350850998341,5.485350850998341,5.388777409427346,5.461743354797363,135000,0.0,0.0,0.0
2011-10-27 00:00:00-04:00,5.588359977510636,5.614112763001682,5.536854406528542,5.586214065551758,818100,0.0,0.0,0.0
2011-10-28 00:00:00-04:00,5.5926533206488775,5.5926533206488775,5.5583156537747564,5.58192253112793,280500,0.0,0.0,0.0
2011-10-31 00:00:00-04:00,5.53256347049292,5.543293647194974,5.472473621368408,5.472473621368408,731400,0.0,0.0,0.0
2011-11-01 00:00:00-04:00,5.40808877950977,5.40808877950977,5.337268787123838,5.347999572753906,852900,0.0,0.0,0.0
2011-11-02 00:00:00-04:00,5.44242807626155,5.4767657449208835,5.382338230598911,5.418821811676025,970800,0.0,0.0,0.0
2011-11-03 00:00:00-04:00,5.504663944244385,5.513247593129454,5.418821315444558,5.504663944244385,1599600,0.0,0.0,0.0
2011-11-04 00:00:00-04:00,5.4810566902160645,5.483203216284363,5.4209668541959894,5.4810566902160645,327000,0.0,0.0,0.0
2011-11-07 00:00:00-05:00,5.489639328765435,5.51968393089137,5.435987244834991,5.513245582580566,672000,0.0,0.0,0.0
2011-11-08 00:00:00-05:00,5.551877302861175,5.586214969735296,5.502518249843552,5.58192253112793,1395600,0.0,0.0,0.0
2011-11-09 00:00:00-05:00,5.491789630433761,5.49608207073731,5.397362697702681,5.414531230926514,1996500,0.0,0.0,0.0
